91,1,21,24,26,29,42,3582902400,74643800,1982242,74431,5000
92,3,14,24,33,35,36,1233270846,45219931,1393098,57011,5000
93,6,22,24,36,38,44,2269178150,87276083,1552106,66160,5000
94,5,32,34,40,41,45,2245339950,59087894,1659527,63155,5000
95,8,17,27,31,34,43,1747741238,48548368,1348566,56540,5000
96,1,3,8,21,22,31,1847133515,56710240,1800326,66002,5000
97,6,7,14,15,20,36,1496214000,48789587,1454518,58123,5000
98,6,9,16,23,24,32,3177972300,47081072,1126941,48251,5000
99,1,3,10,27,29,37,2169219050,54230477,1372056,56196,5000
100,1,7,11,23,37,42,3315315525,61394732,1431484,57484,5000
101,1,3,17,32,35,45,2707297500,59370560,1605752,61634,5000
102,17,22,24,26,35,40,1457153067,91072067,1616664,57919,5000
103,5,14,15,27,30,45,1691589563,59354020,1424797,59679,5000
104,17,32,33,34,42,44,6610743750,95807881,1704240,61361,5000
105,8,10,20,34,41,45,3416781450,87609781,1711386,65904,5000
106,4,10,12,22,24,33,810461157,54030744,1051182,46205,5000
107,1,4,5,6,9,31,6679927800,63618360,1020928,48590,5000
109,1,5,34,36,42,44,1246838200,80441175,1670246,68153,5000
110,7,20,22,23,29,43,4566262000,60082395,1640181,61980,5000
111,7,18,31,33,36,40,2199047450,43118578,1268194,50633,5000
112,26,29,30,33,41,42,1567271167,73465836,1715991,66933,5000
113,4,9,28,33,36,45,1561528934,54471940,1583701,64428,5000
114,11,14,19,26,28,41,2362345050,57618172,1584404,60185,5000
115,1,2,6,9,25,28,1488589567,65673070,1122053,48739,5000
116,2,4,25,31,34,37,1997747315,41619736,1343346,50725,5000
117,5,10,22,34,36,44,1558378334,46751350,1423610,59662,5000
118,3,4,10,17,19,22,1297989720,52763810,1294624,51983,5000
119,3,11,13,14,17,21,1474899400,45149982,1142743,51856,5000
120,4,6,10,11,32,37,4364530300,70395650,1359667,54286,5000
121,12,28,30,34,38,43,6839648100,73544604,1698870,67589,5000
122,1,11,16,17,36,40,1450073800,57239756,1550329,59989,5000
123,7,17,18,28,30,45,2532982680,55547866,1429126,58036,5000
124,4,16,23,25,29,42,1395936267,56592011,1359679,55808,5000
125,2,8,32,33,35,36,1754870786,56870813,1417832,55140,5000
126,7,20,22,27,40,43,1369301500,58684350,1427347,57558,5000
127,3,5,10,29,32,43,1965939150,45719516,1537091,58532,5000
128,12,30,34,36,37,45,2064043100,89741005,1731580,65221,5000
129,19,23,25,28,38,42,1093629655,40099754,1361160,56381,5000
130,7,19,24,27,42,45,3036496650,67477704,1590206,63672,5000
131,8,10,11,14,15,21,1451214488,58634929,1176264,52372,5000
132,3,17,23,34,41,45,2920473525,57264187,1408816,59653,5000
133,4,7,15,18,23,26,1450242600,37914840,1319002,50709,5000
134,3,12,20,23,31,35,2349155100,39152585,1366106,56175,5000
135,6,14,22,28,35,39,1717293515,71553897,1406959,60529,5000
136,2,16,30,36,41,42,1997694150,76834391,1561919,59639,5000
137,7,9,20,25,36,39,1270403467,47640130,1207608,52255,5000
138,10,11,27,28,37,39,2227152000,57998750,1483582,60623,5000
139,9,11,15,20,28,43,1650210215,68758759,1706778,67233,5000
140,3,13,17,18,19,28,2109462840,51702521,1341898,54617,5000
141,8,12,29,31,42,43,1900552400,65536290,1661323,65308,5000
142,12,16,30,34,40,44,1018265564,66672150,1407859,57795,5000
143,26,27,28,42,43,45,3954584700,56494068,1672837,69221,5000
144,4,15,17,26,36,37,1402440413,49208436,1248279,50416,5000
145,2,3,13,20,27,44,3797838200,49971556,1560328,60169,5000
146,2,19,27,35,41,42,6043415250,59249170,1456596,64439,5000
147,4,6,13,21,40,42,1700040215,56668008,1632412,63558,5000
148,21,25,33,34,35,36,2323596420,55323725,1634035,61124,5000
149,2,11,21,34,41,42,1639052143,44470407,1632987,63267,5000
150,2,18,25,28,37,39,2831645850,41038346,1475969,57907,5000
151,1,2,10,13,18,19,2716634025,40246430,1214681,53073,5000
152,1,5,13,26,29,34,2278131840,63281440,1603415,62986,5000
153,3,8,11,12,13,36,2730526125,35006746,1258888,50875,5000
154,6,19,21,35,40,45,2836628700,59096432,1590485,62847,5000
155,16,19,20,32,33,41,1193005734,48365098,1390450,56917,5000
156,5,18,28,30,42,45,1401099900,62271107,1518808,62789,5000
157,19,26,30,33,35,39,5484903750,65296474,1582945,59313,5000
158,4,9,13,18,21,34,1069544340,39612754,1175841,52499,5000
159,1,18,30,41,42,43,1755407300,73141971,1639036,63911,5000
160,3,7,8,34,39,41,5490805350,57195890,1696264,62382,5000
162,1,5,21,25,38,41,2308265760,58289540,1641259,62857,5000
163,7,11,26,28,29,44,1629726515,40454205,1367876,57095,5000
164,6,9,10,11,39,41,4054937900,51986384,1246906,54186,5000
165,5,13,18,19,22,42,6767426700,56395223,1469583,57240,5000
166,9,12,27,36,39,45,1111299982,72763690,1351947,57594,5000
167,24,27,28,30,36,39,2491222920,57667198,1581127,64666,5000
168,3,10,31,40,42,43,2349946920,36264613,1268322,52569,5000
169,16,27,35,37,43,45,2482888380,66744312,1766929,65994,5000
170,2,11,13,15,31,42,1923108250,71226232,1469144,57381,5000
171,4,16,25,29,34,35,1961339700,103228406,1420232,54893,5000
172,4,19,21,24,26,41,1081154073,104321885,1553383,60564,5000
173,3,9,24,30,33,34,1487736788,31486493,1369924,50637,5000
174,13,14,18,22,35,39,1771103058,79472574,1559462,63580,5000
175,19,26,28,31,33,36,2371132620,41165497,1466922,58473,5000
176,4,17,30,32,33,34,2314663080,48222148,1256604,50305,5000
177,1,10,13,16,37,43,1693285500,65849992,1567857,61316,5000
178,1,5,11,12,18,23,2254621080,42701157,1199778,50364,5000
179,5,9,17,25,39,43,1081093920,33996665,1170016,51514,5000
180,2,15,20,21,29,34,5763371550,54889253,1496203,61109,5000
181,14,21,23,32,40,45,1941763300,80906805,1574829,64046,5000
182,13,15,27,29,34,40,3721439400,42289085,1515245,63071,5000
183,2,18,24,34,40,42,1777221500,71088860,1373433,52944,5000
184,1,2,6,16,20,33,1747753050,56379131,1313113,55183,5000
185,1,2,4,8,19,38,3522485800,51801262,1434237,53422,5000
186,4,10,14,19,21,45,1187882600,38735303,1524230,60849,5000
187,1,2,8,18,29,38,1544733900,94852082,1438300,60295,5000
188,19,24,27,30,31,34,3501405200,53051594,1326290,57188,5000
189,8,14,32,35,37,45,3461775100,52451138,1595289,66327,5000
190,8,14,18,30,31,44,1784159450,54065438,1756063,66337,5000
191,5,6,24,25,32,37,2577114675,74698977,1500504,57606,5000
192,4,8,11,18,37,45,2445348375,42900849,1484729,58467,5000
193,6,14,18,26,36,39,3404449700,85111243,1499758,58059,5000
194,15,20,23,26,39,44,2650567875,84145012,1648364,65985,5000
195,7,10,19,22,35,40,918992591,25527572,996346,47916,5000
196,35,36,37,41,44,45,727876520,67395975,1198743,62663,5000
197,7,12,16,34,42,45,1803018300,42929008,1467062,61588,5000
198,12,19,20,25,41,45,1797855050,71914202,1712243,64564,5000
199,14,21,22,25,30,36,5344252200,77452931,1698206,64281,5000
200,5,6,13,14,17,20,1344616613,30910727,1292590,54137,5000
201,3,11,24,38,39,44,9719465400,43781376,1202607,53073,5000
202,12,14,27,33,39,44,1893391700,47334793,1536844,60558,5000
203,1,3,11,24,30,32,2164564740,41948930,1358287,53913,5000
204,3,12,14,35,40,45,1358347125,78744761,1534856,62837,5000
205,1,3,21,29,35,37,1835221800,87391515,1671423,65466,5000
206,1,2,3,15,20,25,2032859340,47056930,1093641,50992,5000
207,3,11,14,31,32,37,2104673760,47402563,1457935,57627,5000
208,14,25,31,34,40,44,1760767400,51787277,1438536,54787,5000
209,2,7,18,20,24,33,1660896350,48849893,1223046,50351,5000
210,10,19,22,23,25,37,5139085950,37239754,1319745,53262,5000
211,12,13,17,20,33,41,1035800250,59528750,1319828,53295,5000
212,11,12,18,21,31,38,2660747250,49273098,1444489,55382,5000
214,5,7,20,25,28,37,1406980875,52110403,1309124,53433,5000
215,2,3,7,15,43,44,1587689615,57884518,1484219,56218,5000
216,7,16,17,33,36,40,848506108,29181427,703840,46441,5000
217,16,20,27,33,35,39,1611246172,64820249,1558696,58601,5000
218,1,8,14,18,29,44,2779075800,71258354,1540081,61255,5000
219,4,11,20,26,35,37,1208409167,44210092,1402952,56743,5000
220,5,11,19,21,34,43,1958094950,69931963,1486785,58216,5000
221,2,20,33,35,37,40,1800104250,40911461,1119468,47711,5000
222,5,7,28,29,39,43,2275193820,57454390,1715833,66418,5000
223,1,3,18,20,26,27,1498170600,44817070,1234369,51782,5000
224,4,19,26,27,30,42,1808969950,69575768,1562151,59753,5000
225,5,11,13,19,31,36,1777201800,43346386,1380888,54448,5000
226,2,6,8,14,21,22,1744100150,45897373,1336476,54439,5000
227,4,5,15,16,22,42,5253542400,72965867,1587653,61811,5000
228,17,25,35,36,39,44,1146700334,44103859,1285539,52122,5000
229,4,5,9,11,23,38,1451441100,62716591,1290662,50156,5000
230,5,11,14,29,32,33,1292929163,68956222,1662397,61190,5000
231,5,10,19,31,44,45,1088365900,85923624,1288516,55051,5000
232,8,9,10,12,24,44,1110918400,92576534,1314178,51274,5000
233,4,6,13,17,28,40,999153750,64048318,1307109,53259,5000
234,13,21,22,24,26,37,2519743875,73036055,1601363,61167,5000
235,21,22,26,27,31,37,3433330100,59195347,1457271,57657,5000
236,1,4,8,13,37,39,5030040150,40894636,1602945,61553,5000
237,1,11,17,21,24,44,1440630729,43095792,1530725,58626,5000
238,2,4,15,28,31,34,1121660567,58016926,1578322,61640,5000
239,11,15,24,39,41,44,1134140167,58662423,1570832,60921,5000
240,6,10,16,40,41,43,5098251450,60693470,1567728,59238,5000
241,2,16,24,27,28,35,2552016300,50039536,1759405,63267,5000
242,4,19,20,21,32,34,1234542375,45723792,1322134,54286,5000
243,2,12,17,19,28,42,2408850000,55375863,1474656,59418,5000
244,13,16,25,36,37,38,9121583100,60810554,1387103,55353,5000
245,9,11,27,31,32,38,1382583129,46086105,1477119,56159,5000
246,13,18,21,23,26,39,1911774240,61274816,1231179,53462,5000
247,12,15,28,36,39,40,1669313900,57562549,1638189,63856,5000
248,3,8,17,23,38,45,1227479363,71158224,1417004,55624,5000
249,3,8,27,31,41,44,1663568700,57364438,1423070,59378,5000
250,19,23,30,37,43,45,1994726280,97780700,1581610,64771,5000
251,6,7,19,25,28,38,1282616400,42753880,1376937,55153,5000
252,14,23,26,31,39,45,1391089715,67622417,1493044,62547,5000
253,8,19,25,31,34,36,2466189525,82206318,1406439,57604,5000
254,1,5,19,20,24,30,9741015900,49197050,1325309,54852,5000
255,1,5,6,24,27,42,1598618550,122970658,1516716,57689,5000
256,4,11,14,21,23,43,4891017000,47951148,1367735,57230,5000
257,6,13,27,31,32,37,2391377025,88569520,1292986,54996,5000
258,14,27,30,31,38,40,2426434350,57772247,938297,59213,5000
259,4,5,14,35,42,45,4838533500,64513780,1565869,64000,5000
260,7,12,15,24,37,40,2310085575,59232964,1199422,52871,5000
261,6,11,16,18,31,43,3192299100,49879674,1445788,56717,5000
262,9,12,24,25,29,31,4518741600,71726058,1361888,54966,5000
263,1,27,28,32,37,40,1551704900,57470552,1656036,61466,5000
264,9,16,27,36,41,44,1344889200,58112497,1498604,62642,5000
266,3,4,9,11,22,42,3207211700,44544607,1343054,54526,5000
267,7,8,24,34,36,41,3257663300,58172559,1427548,59122,5000
268,3,10,19,24,32,45,1350954515,45031818,1157206,50960,5000
269,5,18,20,36,42,43,1961399940,74295453,1611933,64715,5000
270,5,9,12,20,21,26,1927830060,50203908,1293499,53724,5000
271,3,8,9,27,29,40,1565918150,55925649,1246751,52709,5000
272,7,9,12,27,39,43,1104622800,42485493,1209442,52419,5000
273,1,8,24,31,34,44,3339543100,79512931,1523515,59431,5000
274,13,14,15,26,35,39,2505085575,45136678,1331784,58277,5000
275,14,19,20,35,38,40,10044066900,88105850,1689215,64813,5000
276,4,15,21,33,39,41,3312569000,53428533,1426602,55308,5000
277,10,12,13,15,25,29,3272627800,52784320,1482169,59211,5000
278,3,11,37,39,41,43,3186530000,59009815,1463054,57268,5000
279,7,16,31,36,37,38,1914205320,59080412,1466150,57566,5000
280,10,11,23,24,36,37,1355258529,58560554,1380904,58653,5000
281,1,3,4,6,14,41,1554683200,42018465,1042712,41713,5000
282,2,5,10,18,31,32,1322052643,48199836,1012735,46530,5000
283,6,8,18,31,38,45,3137224600,65358846,1478429,59206,5000
284,2,7,15,24,30,45,3117640300,111344297,1632273,61691,5000
285,13,33,37,40,41,45,3164370100,60853272,1555738,61705,5000
286,1,15,19,40,42,44,3236566300,59936413,1566586,66246,5000
287,6,12,24,27,35,37,1328657100,41894594,1165489,51161,5000
288,1,12,17,28,35,41,2357261550,65479488,1488171,62553,5000
289,3,14,33,37,38,42,0,63761694,1501748,58541,5000
290,8,13,18,32,39,45,2149214424,51251650,1361059,58573,5000
291,3,7,8,18,20,42,1450585200,43393575,1379258,54144,5000
292,17,18,31,32,33,34,720373950,45428988,995778,50256,5000
293,1,9,17,21,29,33,1656764400,78893543,1435672,54268,5000
294,6,10,17,30,37,38,2406504975,61705256,1411027,56496,5000
295,1,4,12,16,18,38,0,62969875,1616207,59131,5000
296,3,8,15,27,30,45,3066088275,46243415,1186303,54498,5000
297,6,11,19,20,28,32,5056668750,60198438,1322005,55032,5000
298,5,9,27,29,37,40,9909778500,41290744,1220717,51970,5000
299,1,3,20,25,36,45,1483772529,59691999,1548362,59575,5000
300,7,9,10,12,26,38,836092425,49181908,1180922,47646,5000
301,7,11,13,33,37,43,1447385015,35927997,1328573,51361,5000
302,13,19,20,32,38,42,5472167250,41455813,1608515,61360,5000
303,2,14,17,30,38,45,1672749000,57681000,1444516,59459,5000
304,4,10,16,26,33,41,1661646150,44909356,1165250,53519,5000
305,7,8,18,21,23,39,2008210140,49220837,1215330,50589,5000
306,4,18,23,30,34,41,2102669520,76183679,1437428,61822,5000
307,5,15,21,23,25,45,2587643250,61610554,1465672,58085,5000
308,14,15,17,19,37,45,10232872800,63165882,1743844,63461,5000
309,1,2,5,11,18,36,901622946,66119016,1189191,47826,5000
310,1,5,19,28,34,41,1296713325,59619004,1592036,64088,5000
311,4,12,24,27,28,32,1237691063,38378018,1210752,50950,5000
312,2,3,5,6,12,20,629017820,27112838,761892,34211,5000
313,9,17,34,35,43,45,1715422800,65977800,1531628,61548,5000
314,15,17,19,34,38,41,1660512200,69188009,1556244,60502,5000
315,1,13,33,35,43,45,1308728625,54530360,1641554,62091,5000
316,10,11,21,27,31,39,1673586400,57709876,1197130,48967,5000
318,2,17,19,20,34,45,1207436600,64684104,1311481,56531,5000
319,5,8,22,28,33,42,2135659380,68450622,1546235,59833,5000
320,16,19,23,25,41,45,5513067900,73507572,1699991,64412,5000
321,12,18,20,21,25,34,1959136100,55975318,1535374,56960,5000
322,9,18,29,32,38,43,1904544700,65673956,1300031,56158,5000
323,10,14,15,32,36,42,1461025388,72149402,1657902,64085,5000
324,2,4,21,25,33,36,1865130350,46628259,1518836,59710,5000
325,7,17,20,32,44,45,1806122450,54730984,1435710,57677,5000
326,16,23,25,33,36,39,1832134550,59101115,1372386,57177,5000
327,6,12,13,17,32,44,882674750,45265372,1421377,55515,5000
328,1,6,9,16,17,28,1819795900,60659864,1318693,54657,5000
329,9,17,19,30,35,42,1830391200,55466400,1506495,58376,5000
330,3,4,16,17,19,20,1162280200,54481885,1218324,50370,5000
331,4,9,14,26,31,44,2165902620,40109308,1322285,55866,5000
332,16,17,34,36,42,45,1359448388,48989132,1650818,60589,5000
333,5,14,27,30,39,43,1550987143,50263473,1325631,60326,5000
334,13,15,21,29,39,43,1523002972,57317317,1684206,67934,5000
335,5,9,16,23,26,45,2037492480,60639658,1389453,56057,5000
336,3,5,20,34,35,44,1685632650,56187755,1704381,61422,5000
337,1,5,14,18,32,37,1257500513,50808102,1404245,56462,5000
338,2,13,34,38,42,45,3383431000,43377321,1506426,62091,5000
339,6,8,14,21,30,37,1096778334,51411485,1486150,60324,5000
340,18,24,26,29,34,38,1439393186,47979773,1492705,59752,5000
341,1,8,19,34,39,43,1497207772,52931588,1414367,59458,5000
342,1,13,14,33,34,43,3454095800,59553376,1467331,61517,5000
343,1,10,17,29,31,43,1717153000,59212173,1566746,63842,5000
344,1,2,15,28,34,45,1467106543,74418448,1547581,60593,5000
345,15,20,23,29,39,42,5203577550,45645418,1687282,68394,5000
346,5,13,14,22,44,45,2017727340,64670749,1467225,61695,5000
347,3,8,13,27,32,42,1456624286,44720922,1214722,53306,5000
348,3,14,17,20,24,31,3299994000,44594514,1350244,50233,5000
349,5,13,14,20,24,25,3353209000,45313636,1435450,56511,5000
350,1,8,18,24,29,33,1101052467,71807770,1379765,57527,5000
351,5,25,27,29,34,36,2583357150,59387521,1514722,62094,5000
352,5,16,17,20,26,41,1732858250,59753733,1486157,58810,5000
353,11,16,19,22,29,36,5290838250,60814233,1692527,65058,5000
354,14,19,36,43,44,45,2124464340,52070205,1745944,65187,5000
355,5,8,29,30,35,44,2145424800,74493917,1634236,66058,5000
356,2,8,14,25,29,45,1157185267,46912917,1374330,56761,5000
357,10,14,18,21,36,37,5313394350,65597462,1587036,62643,5000
358,1,9,10,12,21,40,3472654900,39461988,1256388,50884,5000
359,1,10,19,20,24,40,1286712600,46368022,1036001,46822,5000
360,4,16,23,25,35,40,3566716200,54041155,1476290,59139,5000
361,5,10,16,24,27,35,1473115115,50548068,1174733,51039,5000
362,2,3,22,27,30,40,1729424650,66516333,1474361,60898,5000
363,11,12,14,21,32,38,2615910600,52846679,1434162,58451,5000
364,2,5,7,14,16,40,2531914800,45620087,1340702,53421,5000
365,5,15,21,25,26,30,10697716800,50941509,1509698,57081,5000
366,5,12,19,26,27,44,5351553900,45739777,1103186,49921,5000
367,3,22,25,29,32,44,1581736586,49874578,1759161,66912,5000
368,11,21,24,30,39,45,1465825115,45003403,1431071,59400,5000
370,16,18,24,42,44,45,1678941943,61211425,1677026,64701,5000
371,7,9,15,26,27,42,1524130543,61315597,1480560,57266,5000
372,8,11,14,16,18,21,1192593200,48348373,1307668,57186,5000
373,15,26,37,42,43,45,2791801125,64179337,1666250,64559,5000
374,11,13,15,17,25,34,5528717850,68255776,1318245,52816,5000
375,4,8,19,25,27,45,1581284058,43924558,1442402,56807,5000
376,1,11,13,24,28,40,1956915800,38370899,1386900,56355,5000
377,6,22,29,37,43,45,3912085400,88911032,1632757,66608,5000
378,5,22,29,31,34,39,2317698240,64380507,1718341,64659,5000
379,6,10,22,31,35,40,1598999786,26274645,1390090,60096,5000
380,1,2,8,17,26,37,2684274825,42607537,1222348,46132,5000
381,1,5,10,12,16,20,565738895,28895267,904345,43632,5000
382,10,15,22,24,27,42,1846674900,57708591,1523660,59315,5000
383,4,15,28,33,37,40,3596522100,64223609,1437459,59423,5000
384,11,22,24,32,36,38,3658734200,44618710,1505652,58927,5000
385,7,12,19,21,29,32,1542032700,49973282,1456712,57944,5000
386,4,7,10,19,31,40,1042953330,29461959,1032832,48150,5000
387,1,26,31,34,40,43,2675533500,68603424,1515454,61385,5000
388,1,8,9,17,29,32,2545543875,56567642,1337297,55211,5000
389,7,16,18,20,23,26,2119027020,49051552,1409303,58088,5000
390,16,17,28,37,39,40,10373997900,46729721,1590617,61934,5000
391,10,11,18,22,28,39,10508749800,54733072,1309992,57611,5000
392,1,3,7,8,24,42,1713528700,57117624,1139315,46358,5000
393,9,16,28,40,41,43,1362003975,51885866,1694035,64915,5000
394,1,13,20,22,25,28,10654349100,53809844,1474855,63081,5000
395,11,15,20,26,31,35,1534635000,42628750,1260851,55718,5000
396,18,20,31,34,40,45,5296622400,51927671,1468836,57336,5000
397,12,13,17,22,25,33,3499519700,56443867,1280937,52265,5000
398,10,15,20,23,42,44,2680625550,57647862,1607090,62263,5000
399,1,2,9,17,19,42,1276854975,42561833,1164483,44222,5000
400,9,21,27,34,41,43,2669834325,59329652,1419370,60192,5000
401,6,12,18,31,38,43,1168214792,60424904,1293227,50000,5000
402,5,9,15,19,22,36,2662206188,43287906,1396385,50000,5000
403,10,14,22,24,28,37,2122396875,41131723,1338883,50000,5000
404,5,20,21,24,33,40,3566659375,68589604,1400888,50000,5000
405,1,2,10,25,26,44,3543878000,50626829,1381091,50000,5000
406,7,12,21,24,27,36,2156142450,54448042,1246038,50000,5000
407,6,7,13,16,24,25,1649707286,71283649,1517870,50000,5000
408,9,20,21,22,30,37,2235375825,56448885,1497439,50000,5000
409,6,9,21,31,32,40,2896989750,53647959,1463127,50000,5000
410,1,3,18,32,40,41,1249335709,50648745,1438223,50000,5000
411,11,14,22,35,37,39,953227563,52957087,1446476,50000,5000
412,4,7,39,41,42,45,1656199822,56830387,1579913,50000,5000
413,2,9,15,23,34,40,2814673500,52123584,1493989,50000,5000
414,2,14,15,22,23,44,11703832500,55732536,1598885,50000,5000
415,7,17,20,26,30,40,1334182407,50825997,1120927,50000,5000
416,5,6,8,11,22,26,1072037100,55835266,1190359,50000,5000
417,4,5,14,20,22,43,2818329938,55261372,1590929,50000,5000
418,11,13,15,26,28,34,1435649766,41613037,1454560,50000,5000
419,2,11,13,14,28,30,3796490750,57522588,1589821,50000,5000
420,4,9,10,29,31,34,1424856375,54280243,1600513,50000,5000
422,8,15,19,21,34,44,2205251375,105011971,1705531,50000,5000
423,1,17,27,28,29,40,3896153875,41448446,1360389,50000,5000
424,10,11,26,31,34,44,1109480813,36257543,1096759,50000,5000
425,8,10,14,27,33,38,1534833000,49913269,1577829,50000,5000
426,4,17,18,27,39,43,3057233625,32351679,1393135,50000,5000
427,6,7,15,24,28,30,12571445625,63492150,1480736,50000,5000
428,12,16,19,22,37,40,1437683209,71884161,1375335,50000,5000
429,3,23,28,34,39,42,1485904709,60239381,1604649,50000,5000
430,1,3,16,18,30,34,1611763219,47755948,1483104,50000,5000
431,18,22,25,31,38,45,1268434013,49164110,1581195,50000,5000
432,2,3,5,11,27,39,2299427550,39920618,1096846,50000,5000
433,19,23,29,33,35,43,1182294410,52866824,1696041,50000,5000
434,3,13,20,24,33,37,1480060266,53335506,1056998,50000,5000
435,8,16,26,30,38,45,1287550013,69223119,1504851,50000,5000
